util_linhas_inseguras_limitada,vezes_passou_de_30_59_dias,razao_debito_limitada,numero_linhas_crdto_aberto,numero_vezes_passou_90_dias,numero_emprestimos_imobiliarios,numero_de_vezes_que_passou_60_89_dias,faixa_etaria,grupo_dependentes,grupo_salarial
0.0,0,0.412146963,11,0,2,0,8,0,2
0.00999981,0,0.135064935,10,0,1,0,10,0,2
0.42700913,0,0.140478882,6,0,0,0,6,3,3
0.096043862,0,0.50869826,20,0,2,0,8,0,3
0.048502338,0,0.037584966,5,0,0,0,10,0,2
0.000917625,0,0.071090893,5,0,1,0,10,0,4
0.009141986,0,0.001427552,2,0,0,0,6,0,1
0.012776989,0,2.0,5,0,1,0,10,0,5
0.056373591,0,0.050257416,6,0,0,0,8,2,3
0.542447062,0,2.0,6,0,1,0,10,0,5
0.371438447,0,0.383361586,7,0,1,0,6,3,3
0.425488921,1,0.320930995,13,1,0,0,9,2,3
0.310190051,0,2.0,9,0,2,0,5,2,0
0.255558188,0,2.0,4,0,2,0,10,0,5
0.012740153,0,0.376467179,8,0,1,0,10,1,3
0.030999088,0,2.0,9,0,0,0,10,0,5
0.002094443,1,0.033624648,12,0,1,0,10,2,3
0.025143567,1,0.002756608,7,0,0,0,10,1,4
0.253481692,0,0.393387448,12,0,2,0,6,2,3
0.0,4,0.47289486,12,0,2,1,5,0,3
0.239920027,0,0.287878788,4,0,0,0,5,1,3
0.022359106,0,0.321871251,4,0,1,0,10,0,2
0.547578649,0,0.43698086,12,0,0,0,5,3,2
0.458783862,2,0.34268258799999995,5,0,1,0,9,0,2
0.092957099,0,0.682701922,8,0,2,0,8,3,3
0.638972684,2,2.0,18,0,2,0,7,3,5
0.6900182340000001,0,0.35266666700000004,5,0,1,0,9,0,3
0.9999999,0,0.016720257,1,1,0,0,10,0,1
0.04229577,0,0.237729803,9,0,2,0,4,0,4
0.50531403,0,1.2604570940000002,15,0,1,0,9,0,3
0.033834689,1,0.394564199,11,0,2,0,9,0,2
0.607933273,0,0.462264151,8,0,0,0,6,1,2
0.033757843,1,2.0,20,0,1,0,10,0,5
0.015704125,0,0.141304348,8,0,0,0,5,2,3
0.035603429,0,0.414195268,10,0,1,0,10,0,2
0.8343139690000001,0,0.245903229,15,0,1,0,10,1,3
0.173807374,0,0.17546972,6,0,2,0,9,2,4
0.12637489400000002,0,2.0,3,0,2,0,7,0,5
0.077688192,0,0.374058971,8,0,1,0,8,3,3
0.018320499,0,2.0,4,0,1,0,10,0,5
0.9999999,1,0.133297787,2,3,0,1,6,0,2
0.097765254,0,0.421084612,10,0,2,0,10,3,3
0.0,0,2.0,7,0,1,0,8,0,5
0.033766149,0,0.162588498,10,0,1,0,9,2,3
0.5094981,0,0.24095984,3,0,1,0,3,0,3
0.156542881,0,0.241939454,7,0,1,0,5,2,3
0.34651511,1,0.290796824,12,0,1,1,4,2,2
0.069921686,1,0.455596011,10,0,3,0,10,0,3
0.5821565329999999,0,0.28753359,11,0,2,0,8,2,3
0.022622209,0,0.001919939,7,0,0,0,10,0,3
0.035755409,0,0.042529221,4,0,0,0,5,3,3
0.968561258,0,0.13339731300000002,4,0,0,1,8,1,3
0.032913482,1,0.25247896,12,0,1,0,10,0,4
0.041401749,0,0.101645491,5,0,0,0,5,3,3
0.26248122,0,0.174150155,9,0,0,0,10,0,3
0.977734818,0,0.28462217,2,0,0,0,6,2,2
0.224129312,0,0.451870894,4,0,2,0,6,0,2
0.098647281,0,2.0,3,0,0,0,8,0,5
0.54596697,0,0.707693363,10,0,2,0,8,0,4
0.011585083,0,0.139684814,8,0,1,0,8,0,3
0.0,0,2.0,8,0,1,0,8,0,5
0.019332045,0,0.482705611,4,0,0,0,4,0,1
0.211542151,1,0.7129203540000001,12,0,2,0,7,2,2
0.8660601109999999,0,0.454276194,4,0,0,0,5,0,2
0.901171053,0,0.425439425,8,0,0,0,7,3,3
0.04403898,0,0.098562042,28,0,0,0,10,0,3
0.202141872,2,0.49870026,12,0,1,0,7,2,3
0.0,0,0.0,1,0,0,0,10,0,5
0.039526359,0,0.104586574,9,0,1,0,10,1,3
0.919745305,0,0.313102964,4,0,0,1,10,0,3
0.438866861,0,0.206924699,9,0,1,0,8,2,4
0.0,0,0.470382895,6,0,2,0,10,0,3
0.856391373,0,0.248068978,5,0,1,0,7,1,3
0.5696476779999999,0,2.0,5,0,2,0,10,0,5
0.008712098,0,0.305663305,15,0,1,0,7,2,2
0.557822109,0,0.324947832,8,0,1,0,6,3,3
0.9999999,0,0.038166107000000005,4,0,0,0,4,0,2
0.9999999,4,2.0,12,0,2,0,10,3,1
0.201154957,0,0.118117584,10,0,0,0,10,0,3
0.280634271,0,2.0,8,0,2,0,5,3,5
0.010493881000000002,0,0.007458405,5,0,0,0,10,0,2
0.9999999,1,0.504051106,5,0,2,1,5,2,3
0.9999999,0,0.46877602,1,3,0,0,4,0,1
0.818051468,3,0.302878814,12,0,0,0,4,0,3
0.437763575,0,0.113977205,4,0,0,0,4,0,3
0.00469953,0,0.199809251,6,0,0,0,3,0,1
0.010038075,0,2.0,1,0,0,0,10,0,5
0.294354259,0,0.249680248,12,0,1,0,6,2,3
0.208461206,0,2.0,9,0,1,0,10,1,5
0.074018933,0,0.464757,16,0,1,0,5,3,3
1.001649918,0,0.817878824,6,0,2,0,8,3,3
0.455059421,0,2.0,7,0,1,0,6,1,5
0.17307943399999998,0,0.526422971,24,0,2,0,6,3,3
0.200701139,0,2.0,6,0,0,0,4,0,0
0.0,0,2.0,8,0,0,0,10,0,5
0.0,0,0.225548563,9,0,2,0,9,0,3
0.046269618,1,2.0,3,0,0,0,10,4,5
0.08967093,0,0.105983695,6,0,0,0,10,0,3
0.083690239,0,2.0,26,0,2,0,10,0,5
0.656671013,3,0.242606907,15,1,3,4,10,0,4
0.155174502,0,0.765661253,10,0,1,0,10,0,1
0.0,0,0.0,5,0,0,0,7,0,5
0.01975076,0,2.0,6,0,1,0,9,0,5
0.056945292,0,0.161723657,7,0,0,0,3,0,3
0.113165246,0,0.916929548,5,0,0,0,7,1,1
0.5179852779999999,0,0.38278448,8,0,2,0,6,2,3
0.7693200570000001,0,0.544926004,13,0,0,0,10,0,2
0.317829627,0,0.430066271,14,0,1,0,9,2,3
0.008122826999999999,0,0.32264855,10,0,2,0,10,1,3
0.0,0,0.44675125,3,0,1,0,7,0,2
0.743645408,0,2.0,10,0,1,0,5,0,5
0.487358949,2,0.49331505,9,1,3,0,7,2,3
0.92467922,0,0.112197289,2,0,0,0,6,2,3
0.078427016,0,0.546930134,13,0,2,0,10,0,2
0.000128197,0,0.302374011,6,0,1,0,8,1,2
0.023685886,0,2.0,14,0,2,0,7,2,5
0.311684845,0,0.498000229,11,0,2,0,8,2,3
0.009587953,0,2.0,5,0,1,0,9,4,5
0.08025485,0,0.295632699,14,0,0,0,9,0,3
0.0,2,0.365489001,12,1,2,0,6,3,3
0.016178,0,2.0,7,0,2,0,9,0,5
0.011044886,0,2.0,7,0,1,0,5,0,5
0.807154472,0,2.0,7,0,2,0,10,0,2
0.542936427,0,0.7280076590000001,10,0,4,0,10,0,3
0.08870515400000001,3,2.0,6,0,2,0,7,0,5
0.002525784,0,0.174495378,5,1,0,0,9,0,3
0.291579775,0,2.0,7,0,0,0,8,4,5
0.080266144,0,2.0,5,0,0,0,5,0,5
0.058693415,0,0.889096241,9,0,2,0,7,0,2
0.978667903,2,2.0,10,0,0,0,10,0,5
0.006607735,1,0.611055563,12,0,1,0,7,1,3
0.0,0,0.488971111,11,0,2,0,10,3,3
0.170109464,0,0.491671325,6,0,1,0,8,0,3
0.080365863,0,0.226258993,12,0,1,0,8,0,3
0.065553735,0,2.0,8,0,1,0,10,0,5
0.983824929,0,0.064116496,2,1,0,0,9,4,3
0.002549873,0,1.0,1,0,0,0,10,0,5
0.120224495,0,0.347013944,10,0,1,0,8,0,2
0.0,1,2.0,10,0,1,0,5,0,5
0.117086513,0,0.3759810770000001,9,0,2,0,9,2,3
1.01998002,2,2.0,9,0,0,0,7,0,5
0.0,0,0.301087915,11,0,2,0,10,0,2
1.048625312,4,0.226548673,5,2,0,1,6,3,3
0.644946889,1,0.524380864,8,0,1,1,10,0,3
0.039252907,0,2.0,3,0,1,0,10,0,5
0.0,1,2.0,4,0,0,0,4,0,5
0.925107489,0,0.605820896,11,0,2,0,8,0,3
0.197340133,0,0.361238702,3,0,1,0,8,0,3
0.6667625070000001,0,2.0,7,0,2,0,5,0,5
0.414732593,1,0.254367934,4,0,1,1,6,1,3
0.378462154,0,0.09396567,4,0,0,0,10,0,3
0.169074322,0,0.241070197,10,0,1,0,10,0,3
0.914643414,0,0.347834205,12,0,1,0,9,0,3
0.03859807,0,0.191625892,8,0,2,0,9,3,4
0.0,0,2.0,5,0,0,0,4,4,5
0.052638596,0,2.0,10,0,1,0,8,4,5
0.154736922,0,2.0,8,0,0,0,9,0,5
0.9999999,0,0.0,4,0,0,0,10,0,1
0.011772744,0,0.28380968300000003,12,0,1,0,8,1,4
0.045798186,0,2.0,12,0,2,0,4,0,1
0.090223456,0,0.380381013,8,0,2,0,10,0,3
0.085550838,0,0.020543587,7,0,0,0,6,3,3
0.101069149,0,0.5698517820000001,5,1,1,0,7,0,2
0.022451475,0,2.0,9,0,0,0,10,0,5
0.95461713,2,0.510854151,11,0,1,0,7,0,3
0.232954545,1,2.0,8,0,0,0,10,0,5
0.935041264,1,0.677085727,7,0,1,0,9,1,2
0.00583101,0,0.001945924,8,0,0,0,10,0,3
0.951699739,1,0.185968284,6,1,0,1,3,0,2
0.10146462,0,0.184730743,5,0,0,0,10,2,2
0.034289358,0,2.0,16,0,2,0,10,0,3
0.318784493,0,0.583124724,16,0,2,0,5,1,3
0.044529858,0,0.16507177,6,0,2,1,10,0,3
0.845972915,0,2.0,26,0,3,0,10,0,5
0.030564419,0,2.0,5,0,1,0,8,4,5
0.930667801,0,0.012950787,3,0,0,0,6,2,3
0.9999999,1,2.0,1,1,1,0,5,0,5
0.041185316,0,0.01187905,6,0,0,0,5,0,3
0.529992459,0,0.192618907,15,0,0,0,8,0,3
0.038852711,0,0.342603859,4,0,1,0,6,2,3
0.179711658,0,0.032674957000000004,4,0,0,0,10,1,2
0.219531199,0,2.0,2,0,0,0,6,0,5
0.772768233,0,0.343838296,10,0,0,0,8,1,3
1.03789621,0,0.187165775,3,0,0,0,4,2,2
0.0,0,0.221375863,5,0,0,0,5,0,2
0.931030296,2,0.199019207,8,2,0,6,5,3,3
0.9999999,3,0.703306524,4,0,1,0,10,1,2
0.028467809,0,2.0,7,0,1,0,8,0,5
0.022985935,0,0.22299500100000005,17,0,2,0,9,1,3
0.65407987,0,0.545595855,11,0,1,0,10,1,3
0.08924553800000001,0,2.0,3,0,0,0,10,0,5
0.006540743000000001,0,0.147221709,8,0,1,0,8,0,3
0.047112486,0,2.0,10,0,0,0,9,0,5
0.9999999,1,0.018312986,0,0,0,0,10,0,1
0.048814931,0,2.0,6,0,1,0,10,0,5
0.8322224029999999,1,0.0536,7,0,0,0,5,0,2
0.575167607,0,0.419950594,16,0,2,0,4,0,3
0.7644710579999999,2,0.295207292,3,0,0,0,3,0,2
0.9999999,0,2.0,5,0,2,0,7,0,5
0.33370945,0,0.264962148,11,0,1,0,7,2,3
0.955279112,0,2.0,2,0,0,0,5,1,5
0.041131925,0,0.248728198,17,0,1,0,10,0,3
0.9999999,4,2.0,9,1,2,2,5,2,5
0.476190476,0,0.164053624,11,0,0,0,3,1,2
0.9999999,0,2.0,3,0,2,0,10,4,5
0.27872258,0,2.0,4,0,0,0,10,0,5
0.6312159270000001,2,0.41338091,10,0,1,0,10,1,3
0.122165573,0,0.01489851,4,0,0,0,10,1,3
0.183127417,0,0.378969654,12,0,2,0,7,0,2
0.264901406,0,0.5524388339999999,10,0,1,0,9,2,3
0.299274857,0,0.244942421,15,0,0,1,9,1,2
0.01084991,0,0.120621163,4,0,0,0,5,0,2
0.586110347,0,0.103736264,5,0,0,0,10,0,3
0.8356657340000001,0,0.447946099,7,0,1,0,9,0,3
0.0,0,0.551212121,4,0,1,0,7,3,2
0.056751468,0,0.460266577,13,0,1,0,6,1,3
0.018036365,0,0.34388568700000005,8,0,1,0,8,1,4
0.418401033,0,0.382026091,17,0,2,0,9,0,4
0.7932485090000001,0,0.813917366,9,0,0,0,5,0,2
0.017339653,0,0.002578342,5,0,0,0,10,0,3
0.308695487,1,0.223549014,9,0,0,0,5,0,2
0.943449523,1,0.35776759700000005,3,0,0,0,8,0,2
0.049142356,2,2.0,12,0,3,0,9,0,5
0.961146737,0,0.217014296,6,0,1,0,8,0,2
0.157317572,0,0.057983433,5,0,0,0,4,2,2
0.113370414,0,0.287128713,19,0,1,0,8,3,2
0.055958059,0,0.06907161,6,0,1,0,9,3,4
0.025301651,0,0.285174297,15,0,5,0,6,2,5
0.9999999,0,2.0,2,0,1,0,10,0,5
0.525482484,0,0.987779136,4,0,3,0,6,2,3
0.255598149,0,0.310210582,8,0,1,0,10,0,3
0.320998663,0,2.0,10,0,2,0,6,0,5
0.698230177,0,0.365830763,16,0,3,0,10,0,3
0.022140859,0,0.018251681,2,0,0,0,9,0,1
0.013822439,0,0.005791962,12,0,0,0,10,0,3
0.009090744,0,0.165857605,12,0,4,0,5,1,4
0.006271818,0,0.390812479,8,0,2,0,6,3,3
0.9999999,0,0.058336781,0,0,0,0,5,0,2
0.0,1,0.08554599,9,0,1,0,5,0,4
0.9999999,0,0.0,1,0,0,0,3,0,0
0.600006168,0,2.0,6,0,2,0,6,2,5
0.0,0,0.107818636,2,0,0,0,5,0,2
0.041988003,0,2.0,3,0,0,0,10,0,5
0.021334236,0,0.13830309,6,0,1,0,10,0,3
0.489824632,1,2.0,5,0,0,0,10,0,5
0.9999999,0,0.0,1,0,0,0,7,0,5
0.149726047,0,0.054020709000000014,7,0,0,0,5,1,5
0.059347033,0,0.124489101,2,0,1,0,5,2,3
0.016328485,0,0.008788236999999999,17,0,0,0,10,0,3
0.265381517,0,2.0,12,0,2,0,10,0,5
0.498450155,1,0.362411726,15,0,3,0,8,1,4
0.00800391,0,0.7732329840000001,15,0,3,0,9,0,3
0.12179391,0,0.27811673800000003,6,0,2,0,9,3,3
0.09851985,0,2.0,8,0,0,0,10,0,5
0.256940878,0,0.271096023,8,0,0,0,10,2,2
0.031698311,0,0.263374486,6,0,0,0,10,0,1
0.000184206,0,0.0,7,0,0,0,10,0,5
0.030620861,0,0.00499875,2,0,0,0,10,0,2
0.149823104,0,0.135288237,7,0,0,0,3,0,2
0.250690052,0,0.389905678,9,0,2,0,9,0,4
0.087321984,0,0.149528463,10,0,2,0,9,2,3
0.092168216,0,0.035438552000000005,4,0,0,0,10,0,3
0.061872818,1,2.0,16,0,3,0,8,1,1
0.6167790360000001,0,0.99705917,25,0,2,0,8,3,3
0.016628255,0,0.00887929,5,0,0,0,10,0,2
0.026205435,0,0.181352331,12,0,2,0,6,2,3
0.657724564,3,0.657566566,12,0,3,0,10,1,3
0.109354364,0,0.090372345,7,0,1,0,10,0,3
0.021523559,0,0.132759339,18,0,0,0,6,2,3
0.390647953,1,0.27496812600000003,8,0,2,0,10,1,4
0.014532791,0,0.008212749,3,0,0,0,9,0,2
0.8786707109999999,0,0.224,7,0,0,0,10,0,3
0.029942002,0,0.332919512,9,0,1,0,10,0,3
0.014786983,0,0.202838063,3,0,1,0,6,0,3
0.02531137,0,0.009599232,4,0,0,0,8,0,2
0.0,0,0.266242617,8,0,1,0,6,1,1
0.006740491,0,0.002499306,5,0,0,0,10,0,2
0.01126989,0,2.0,8,0,0,0,10,0,5
1.023395321,1,2.0,7,0,3,0,7,4,5
0.059997474,0,0.535136569,11,0,1,0,10,0,2
0.048832429,0,0.158471371,7,0,1,0,8,2,3
0.17979042,0,0.278944425,26,0,2,0,10,0,4
0.068998673,0,0.134995781,4,0,1,0,10,1,3
0.466690369,0,0.565162591,8,0,2,0,5,2,3
0.9999999,0,0.294117647,3,1,0,0,3,1,1
0.394531585,1,0.419860047,2,0,1,0,6,1,2
0.7931062520000001,1,0.098300566,3,0,0,1,5,3,2
0.284658725,0,2.0,9,0,1,0,8,0,5
0.049382255,0,0.095419484,5,0,1,0,9,2,3
0.943459112,2,0.677793674,9,0,2,0,7,0,3
0.063558162,0,0.4925015,8,0,2,0,7,2,3
0.066050432,0,0.914856946,23,0,3,0,7,2,2
0.0,0,0.0,4,0,0,0,10,0,2
0.023293726,0,0.126098626,7,0,2,0,10,0,4
0.016384592,0,2.0,3,0,0,0,10,4,5
0.06689832799999999,0,2.0,5,0,1,0,8,0,5
0.117588787,0,0.247972344,10,0,2,0,7,2,3
0.297046864,0,0.13271682099999998,3,0,0,0,5,2,2
0.27197635,0,0.018596281,2,0,0,0,10,0,3
0.334825715,0,0.265051317,10,0,1,0,5,0,3
0.91996482,2,2.0,11,0,2,0,10,0,5
0.17240277399999998,0,2.0,7,0,2,0,6,0,5
0.9999999,0,0.269949066,4,0,0,0,7,3,2
0.385650275,0,2.0,15,0,1,0,10,0,5
0.022294351,0,2.0,4,0,0,0,10,0,5
0.107683789,0,0.435477658,6,0,1,0,10,0,3
0.611048639,0,0.23622251,12,0,1,0,10,1,4
0.036085388,0,0.002999625,4,0,0,0,6,0,3
0.60469202,0,0.15980555,12,0,1,0,10,0,4
0.058220928,0,2.0,8,0,2,0,10,0,5
0.9999999,0,2.0,10,0,2,0,9,0,5
0.00763178,0,0.094506018,7,0,1,0,9,0,3
0.067215674,0,0.651813767,12,0,1,0,4,0,2
0.95922682,0,0.145579506,2,1,0,1,6,0,2
0.226386807,0,2.0,2,0,0,0,2,0,0
0.12737181,0,0.5170846170000001,8,0,2,0,7,2,3
0.07848659200000001,0,2.0,2,0,0,0,10,0,5
0.211799298,0,0.297847312,10,0,2,0,6,3,3
0.901163186,0,0.8761360690000001,9,0,2,0,10,0,2
0.051357908,0,2.0,5,0,3,0,8,0,5
0.167583232,0,0.397617598,15,0,3,0,10,0,4
0.72037829,1,0.460138333,4,0,1,0,6,0,2
0.130124658,0,0.007482905,3,0,0,0,10,0,3
0.024544735,0,0.156465517,9,0,1,0,10,0,3
0.0,0,0.592039801,1,0,0,0,2,0,1
0.0,0,0.0,2,0,0,0,2,0,1
0.847967329,0,2.0,8,0,0,0,5,0,1
0.081791821,0,2.0,1,0,0,0,10,4,5
0.213885812,1,0.407257286,9,0,2,0,9,0,3
0.017597654,0,0.411523929,12,0,1,0,5,0,2
0.017177396,0,0.002124123,4,0,0,0,10,0,3
0.710857429,0,0.29285357300000003,4,0,0,0,4,0,1
0.192785453,0,0.986503067,9,0,1,0,10,0,2
0.095780844,0,0.08918216400000001,4,0,0,0,7,0,3
0.357036755,0,1.318580962,19,0,2,0,10,0,2
0.8109571190000001,0,2.0,11,0,2,0,8,0,4
0.183252869,0,1.363588529,19,0,2,0,9,0,2
0.879762226,1,0.282620766,5,1,0,0,3,0,1
0.785049709,2,0.19542966,5,0,0,0,6,1,2
0.312822906,0,0.215760561,8,0,1,0,8,2,3
0.025379744,0,2.0,4,0,0,0,5,0,5
0.200789961,0,0.234288286,5,0,1,0,8,2,3
0.870163875,1,0.499652329,15,0,6,0,5,1,5
0.0046999220000000005,0,0.435870424,8,0,2,0,7,1,4
0.016024911,0,0.004498875,3,0,0,0,10,0,2
0.054234224,0,0.092681287,8,0,2,0,10,0,5
2.0,0,0.178470255,9,0,1,0,10,0,3
0.143965334,1,0.484148036,16,0,3,0,9,1,4
0.086741982,0,0.249476866,6,0,0,0,4,1,2
0.042320357,0,0.7538923009999999,19,0,3,0,10,0,3
0.326625749,0,0.227140078,13,0,0,0,10,1,3
0.939144283,0,0.225302154,13,0,0,0,6,3,3
0.396671971,0,0.338425219,8,0,2,0,9,3,3
0.008549573000000001,0,0.6146855689999999,7,0,2,0,6,0,2
0.005699858,0,2.0,2,0,0,0,10,0,5
0.043089396,0,0.114016288,9,0,0,0,8,0,2
0.004189086,2,0.377828451,22,0,2,1,8,1,3
0.060621512,0,0.421695787,8,0,1,0,7,0,3
0.0,0,0.39544571,3,0,1,0,10,0,2
0.903238705,0,0.676076217,7,0,1,0,10,0,2
0.9999999,0,0.298868256,5,0,2,0,5,2,3
0.042521753,0,2.0,13,0,1,0,10,0,5
0.9999999,2,0.16297043,1,1,0,1,5,1,2
0.416431483,4,0.391035821,11,2,2,3,7,0,4
0.050640282,0,0.312671832,21,0,2,0,10,0,2
0.9999999,0,2.0,1,0,0,0,3,0,5
0.141346805,0,0.21945433,8,0,0,0,6,2,3
0.7208036840000001,0,2.0,5,0,3,0,8,0,5
0.9999999,0,0.184815185,2,0,0,0,2,0,1
0.9999999,0,0.0,1,0,0,0,10,0,5
0.471866467,0,0.445589448,7,0,0,0,5,0,2
0.07245235,0,2.0,4,0,0,0,10,0,5
0.308999797,0,1.128580946,14,0,1,0,8,2,1
0.021731597,0,2.0,7,0,0,0,10,0,5
0.000154631,0,0.556736373,9,0,1,0,6,1,3
0.029335042,1,0.010644589,5,0,0,0,10,0,1
0.19293284,0,0.130773845,17,0,1,0,6,0,3
0.6242505,1,0.17664439899999998,4,0,0,0,10,1,3
0.005816688,0,2.0,7,0,1,0,10,0,5
0.02016568,0,0.168865816,7,0,1,0,8,3,4
0.040871038,0,0.292311985,11,0,1,0,7,0,3
0.0,0,2.0,4,0,1,0,6,1,5
0.074321973,0,2.0,4,0,0,0,10,0,5
0.011452665,0,0.119902969,5,0,1,0,4,1,3
0.923605516,1,2.0,11,0,1,0,3,0,5
0.0,0,0.149212697,4,0,0,0,7,3,2
0.9999999,0,0.0,1,0,0,0,8,0,5
0.9999999,0,0.520699891,4,0,1,0,8,0,3
0.00031779,1,0.4391811470000001,11,0,2,0,8,2,2
0.032787289,0,0.302045553,11,0,1,0,10,0,3
0.823112999,1,0.537720414,12,0,2,1,8,0,3
0.007906609,0,0.000416623,3,0,0,0,6,3,3
0.334907874,0,0.149747616,16,0,0,0,5,0,3
0.179706951,0,2.0,11,0,0,0,10,0,0
0.358663284,0,0.22196829,4,0,1,0,8,0,3
0.0,0,0.199344075,9,0,1,0,7,3,4
0.029840916,0,0.312981152,19,0,3,0,10,2,4
0.134074637,0,0.445294118,13,0,2,0,7,0,3
0.002133049,0,0.0,3,0,0,0,10,0,3
0.555997317,1,2.0,16,0,2,0,8,2,0
0.042189472,0,2.0,11,0,1,0,9,0,5
0.072212193,0,0.757044125,3,0,1,0,10,0,1
0.0,0,2.0,9,0,2,0,5,2,1
0.474252847,0,0.765777778,13,1,1,0,9,0,3
0.0,0,0.149965124,3,0,0,0,9,1,2
0.950892526,0,0.217660292,8,0,0,0,2,0,3
0.516998211,0,0.041906475,5,0,0,2,7,3,3
1.3509700180000002,4,0.361006289,10,0,0,2,6,0,3
0.46645449,0,0.935532234,12,0,1,0,4,0,1
0.651667549,1,2.0,9,0,3,0,5,0,5
0.123401619,0,0.513162279,12,0,0,0,3,0,2
0.061568497,0,2.0,7,0,0,0,8,0,5
0.525954894,0,0.416016117,4,0,1,0,10,1,2
0.163683791,0,0.317595628,5,0,2,0,10,0,3
0.001502847,0,0.35078534,4,0,0,0,10,0,1
0.051732471,0,0.579427876,11,0,4,0,10,0,4
0.053114589,0,0.011569873,6,0,0,0,7,0,3
0.093156274,0,0.324414406,7,0,1,0,8,2,3
0.969067698,0,0.117557963,6,0,0,0,5,3,3
0.022819571,0,0.314259345,14,0,3,0,7,2,3
0.28154565600000003,0,0.444398167,20,0,0,0,10,0,2
0.9999999,0,0.53873476,4,0,2,0,7,1,3
0.096762119,0,0.121969508,7,0,0,0,4,3,2
0.0,0,0.150374951,4,0,1,0,7,2,3
0.196980302,0,0.182449495,8,0,2,0,7,0,2
0.001166628,0,0.607798165,10,0,2,0,10,1,3
0.080458568,0,0.237813516,10,0,1,0,5,2,4
0.023015685,0,0.401679916,8,0,1,0,10,1,3
0.987105214,0,0.472160356,19,0,0,0,8,1,2
0.689242721,1,0.391292663,8,0,1,0,7,2,2
0.949763078,0,0.406850459,6,0,1,0,8,1,4
0.042162894000000006,1,0.372719481,23,0,2,0,9,0,3
0.024746119,0,0.458837907,12,0,3,0,9,0,3
0.0,0,2.0,6,0,1,0,10,4,5
0.230821954,0,0.661133371,10,0,1,0,5,0,2
0.15094523199999998,1,2.0,8,0,1,0,7,2,5
0.143066392,0,0.477312905,6,0,1,0,8,1,1
0.38394519,0,0.23289551100000006,8,0,0,0,5,3,3
0.044534236,0,0.046642747000000005,9,0,0,0,10,0,1
0.04623844,1,0.369441724,10,0,1,0,10,2,3
0.220370617,2,0.36443299,4,0,0,1,4,0,1
0.195321841,0,2.0,11,0,1,0,10,0,5
0.0,0,0.197714558,5,0,1,0,6,1,3
0.9999999,0,0.064138842,1,1,0,0,7,2,3
0.033709875,0,0.509436021,13,0,4,0,5,2,3
0.095458758,0,2.0,3,0,1,0,9,0,5
0.615369232,3,2.0,9,0,3,0,9,0,0
0.319283132,0,0.120952735,8,0,0,0,10,0,3
0.031374346000000004,0,0.016065691,3,0,0,0,5,2,2
0.037121017,1,2.0,24,0,0,1,10,0,5
0.594026407,0,2.0,8,0,0,0,3,4,5
0.16969790699999998,0,0.202629544,12,0,1,0,10,2,3
0.477672067,0,0.114400727,11,0,0,0,4,1,3
0.344831896,0,0.289101338,4,0,0,0,10,0,2
0.036959627,0,0.322111859,14,0,1,0,9,0,4
0.0,0,0.0,6,0,0,0,9,0,1
0.633098852,1,0.451544447,6,1,2,2,6,2,2
0.546308676,0,1.178397579,12,0,4,0,5,0,3
0.201088768,0,0.065537351,4,0,0,0,3,0,2
0.9999999,0,0.045112782,1,0,0,0,3,0,1
0.0,0,0.426829268,15,0,2,0,10,0,3
0.3677328,0,0.574724885,12,0,2,0,7,3,3
0.053535211,0,1.172331068,10,0,2,0,5,0,2
0.201002925,0,0.470451289,13,0,1,0,7,2,3
0.028339741,0,0.291854073,9,0,1,0,10,0,1
0.9999999,1,0.16777286100000002,1,1,0,0,4,2,2
0.06357829400000001,2,0.408998334,8,0,1,1,8,1,3
0.122890367,0,0.06491079,3,0,0,0,10,0,3
0.041304408,0,0.411967689,17,0,3,1,6,2,4
0.504845408,0,2.0,8,0,1,0,7,0,5
0.390597133,0,1.078640453,16,0,2,0,10,0,2
0.185562887,0,0.243093923,4,0,1,0,10,0,2
0.363323028,0,2.0,12,0,1,0,6,3,5
0.004897105,0,2.0,11,0,1,0,10,0,5
0.133592557,0,0.089370177,5,0,0,0,4,2,2
0.0,0,2.0,17,0,4,0,10,1,5
0.013749656,0,0.15166786699999998,6,0,1,0,9,3,2
0.573561239,0,2.0,9,0,2,0,7,0,5
0.196866585,1,0.287483266,13,0,1,1,7,1,2
0.193610441,0,0.420732407,13,0,2,0,7,2,3
0.044102003,0,0.036717063,5,0,0,0,10,0,3
0.0,0,0.0,5,0,0,0,7,0,3
0.07979601,0,2.0,1,0,0,0,10,0,5
0.30389970000000005,0,0.285766224,7,0,2,0,6,0,3
0.185103461,0,2.0,17,0,2,0,6,0,5
0.630758395,1,1.494512195,18,0,1,0,10,0,3
0.036104635,0,0.14902294,13,0,1,0,10,0,3
0.059097978,0,0.641900122,4,0,0,0,3,0,1
0.128066021,0,0.120325312,4,0,1,0,6,2,4
0.810536288,2,0.079904002,6,0,0,0,6,1,4
0.016497938,0,0.27571553600000004,8,0,2,0,10,1,3
0.0,0,0.294470353,1,1,0,0,3,0,1
0.69290582,0,2.0,8,0,1,0,9,0,5
0.9999999,0,0.02690149,1,0,0,0,5,0,3
0.096825113,0,1.024152628,18,0,3,0,9,3,3
0.198134881,0,0.305521609,32,0,2,0,5,1,3
0.037968063,0,0.217045002,7,0,1,0,7,3,3
0.416058394,0,2.0,4,0,1,0,10,0,5
0.327530938,0,0.598693029,11,0,2,0,10,0,3
